
                     X       _temp_1
           1.02010E-01   1.70168E+04
           1.03003E-01   1.71501E+04
           1.04006E-01   1.71737E+04
           1.05009E-01   1.70555E+04
           1.06002E-01   1.68101E+04
           1.07005E-01   1.64325E+04
           1.08009E-01   1.59267E+04
           1.09002E-01   1.53519E+04
           1.10005E-01   1.46956E+04
           1.11008E-01   1.39919E+04
           1.12001E-01   1.33018E+04
           1.13004E-01   1.26501E+04
           1.14007E-01   1.20683E+04
           1.15000E-01   1.16235E+04
           1.16004E-01   1.12915E+04
           1.17007E-01   1.10825E+04
           1.18010E-01   1.10102E+04
           1.19003E-01   1.10496E+04
           1.20006E-01   1.11608E+04
           1.21009E-01   1.13247E+04
           1.22002E-01   1.14587E+04
           1.23005E-01   1.15192E+04
           1.24008E-01   1.14853E+04
           1.25002E-01   1.13256E+04
           1.26005E-01   1.10244E+04
           1.27009E-01   1.06307E+04
           1.28003E-01   1.01564E+04
           1.29007E-01   9.61940E+03
           1.30001E-01   9.07084E+03
           1.31005E-01   8.51972E+03
           1.32009E-01   8.00329E+03
           1.33003E-01   7.57079E+03
           1.34006E-01   7.21612E+03
           1.35000E-01   6.96308E+03
           1.36004E-01   6.81745E+03
           1.37008E-01   6.76267E+03
           1.38002E-01   6.77072E+03
           1.39006E-01   6.82599E+03
           1.40010E-01   6.89893E+03
           1.41003E-01   6.97949E+03
           1.42007E-01   7.04659E+03
           1.43001E-01   7.05449E+03
           1.44005E-01   6.98131E+03
           1.45009E-01   6.81406E+03
           1.46003E-01   6.54095E+03
           1.47007E-01   6.17445E+03
           1.48001E-01   5.75703E+03
           1.49004E-01   5.30988E+03
           1.50008E-01   4.88624E+03
           1.51002E-01   4.52376E+03
           1.52006E-01   4.22721E+03
           1.53010E-01   4.00435E+03
           1.54004E-01   3.85107E+03
           1.55008E-01   3.74058E+03
           1.56002E-01   3.68268E+03
           1.57005E-01   3.66840E+03
           1.58009E-01   3.68725E+03
           1.59003E-01   3.73519E+03
           1.60007E-01   3.80116E+03
           1.61001E-01   3.84570E+03
           1.62005E-01   3.85835E+03
           1.63009E-01   3.82004E+03
           1.64003E-01   3.71467E+03
           1.65006E-01   3.54157E+03
           1.66000E-01   3.31577E+03
           1.67004E-01   3.03823E+03
           1.68008E-01   2.75354E+03
           1.69002E-01   2.49290E+03
           1.70006E-01   2.26064E+03
           1.71010E-01   2.07519E+03
           1.72003E-01   1.94511E+03
           1.73007E-01   1.85579E+03
           1.74001E-01   1.80679E+03
           1.75005E-01   1.78430E+03
           1.76009E-01   1.77306E+03
           1.77003E-01   1.77657E+03
           1.78007E-01   1.79921E+03
           1.79001E-01   1.82800E+03
           1.80004E-01   1.85738E+03
           1.81008E-01   1.87116E+03
           1.82002E-01   1.85155E+03
           1.83006E-01   1.79419E+03
           1.84010E-01   1.70348E+03
           1.85004E-01   1.58789E+03
           1.86008E-01   1.46210E+03
           1.87002E-01   1.34239E+03
           1.88005E-01   1.23859E+03
           1.89009E-01   1.16147E+03
           1.90003E-01   1.11061E+03
           1.91007E-01   1.07674E+03
           1.92001E-01   1.05714E+03
           1.93005E-01   1.04713E+03
           1.94009E-01   1.04318E+03
           1.95002E-01   1.04327E+03
           1.96006E-01   1.04547E+03
           1.97000E-01   1.04811E+03
           1.98004E-01   1.05179E+03
           1.99008E-01   1.05669E+03
           2.00000E-01   1.06040E+03




