
                        _U:U3 PI: HE
                        XWIDTH_30MM_
                        FINAL-1 N: 1
                     X       28

           0.00000E+00   0.00000E+00
           1.00005E-02  -1.09387E-01
           2.00005E-02  -3.69625E-01
           3.00005E-02  -4.05723E-01
           4.00005E-02  -6.36283E-01
           5.00005E-02  -8.44509E-01
           6.00004E-02  -9.50203E-01
           7.00004E-02  -1.32729E+00
           8.00004E-02  -2.04401E+00
           9.00004E-02  -3.41812E+00
           1.00000E-01  -6.08981E+00
           1.10000E-01  -1.08489E+01
           1.20000E-01  -1.78505E+01
           1.30000E-01  -2.62116E+01
           1.40000E-01  -3.45064E+01
           1.50000E-01  -3.80657E+01
           1.60000E-01  -3.75888E+01
           1.70000E-01  -3.68246E+01
           1.80000E-01  -3.77214E+01
           1.90000E-01  -3.66620E+01
           2.00000E-01  -3.66321E+01




