
                     X       _temp_1
           1.02008E-01   6.88813E+04
           1.03006E-01   7.27171E+04
           1.04004E-01   7.65345E+04
           1.05002E-01   8.02961E+04
           1.06009E-01   8.39528E+04
           1.07007E-01   8.74072E+04
           1.08005E-01   9.06589E+04
           1.09004E-01   9.36478E+04
           1.10002E-01   9.63368E+04
           1.11009E-01   9.86708E+04
           1.12007E-01   1.00623E+05
           1.13005E-01   1.02169E+05
           1.14003E-01   1.03235E+05
           1.15001E-01   1.03800E+05
           1.16009E-01   1.03823E+05
           1.17007E-01   1.03309E+05
           1.18005E-01   1.02250E+05
           1.19003E-01   1.00710E+05
           1.20001E-01   9.87969E+04
           1.21009E-01   9.66432E+04
           1.22007E-01   9.44201E+04
           1.23005E-01   9.22543E+04
           1.24003E-01   9.03056E+04
           1.25001E-01   8.86399E+04
           1.26008E-01   8.73300E+04
           1.27006E-01   8.64283E+04
           1.28004E-01   8.58980E+04
           1.29002E-01   8.56643E+04
           1.30000E-01   8.56853E+04
           1.31008E-01   8.58919E+04
           1.32006E-01   8.62881E+04
           1.33004E-01   8.68329E+04
           1.34002E-01   8.75251E+04
           1.35000E-01   8.83256E+04
           1.36008E-01   8.92099E+04
           1.37006E-01   9.00644E+04
           1.38004E-01   9.07552E+04
           1.39002E-01   9.11639E+04
           1.40009E-01   9.12462E+04
           1.41007E-01   9.09335E+04
           1.42005E-01   9.01779E+04
           1.43003E-01   8.90369E+04
           1.44001E-01   8.75829E+04
           1.45009E-01   8.59544E+04
           1.46007E-01   8.43278E+04
           1.47005E-01   8.28342E+04
           1.48003E-01   8.15468E+04
           1.49001E-01   8.05127E+04
           1.50009E-01   7.97343E+04
           1.51007E-01   7.92170E+04
           1.52005E-01   7.89050E+04
           1.53003E-01   7.87753E+04
           1.54001E-01   7.87943E+04
           1.55008E-01   7.89389E+04
           1.56006E-01   7.92126E+04
           1.57004E-01   7.95952E+04
           1.58002E-01   8.00841E+04
           1.59000E-01   8.06400E+04
           1.60008E-01   8.12219E+04
           1.61006E-01   8.17448E+04
           1.62004E-01   8.21460E+04
           1.63002E-01   8.23483E+04
           1.64000E-01   8.23093E+04
           1.65008E-01   8.19901E+04
           1.66006E-01   8.14332E+04
           1.67004E-01   8.06820E+04
           1.68002E-01   7.98124E+04
           1.69009E-01   7.88816E+04
           1.70007E-01   7.79876E+04
           1.71006E-01   7.71943E+04
           1.72004E-01   7.65555E+04
           1.73002E-01   7.60926E+04
           1.74009E-01   7.57847E+04
           1.75007E-01   7.55974E+04
           1.76005E-01   7.54863E+04
           1.77003E-01   7.54407E+04
           1.78001E-01   7.54471E+04
           1.79009E-01   7.55145E+04
           1.80007E-01   7.56306E+04
           1.81005E-01   7.58030E+04
           1.82003E-01   7.60242E+04
           1.83001E-01   7.62883E+04
           1.84009E-01   7.65657E+04
           1.85007E-01   7.68154E+04
           1.86005E-01   7.69940E+04
           1.87003E-01   7.70659E+04
           1.88001E-01   7.69977E+04
           1.89008E-01   7.67856E+04
           1.90006E-01   7.64653E+04
           1.91004E-01   7.60903E+04
           1.92002E-01   7.57215E+04
           1.93000E-01   7.54113E+04
           1.94008E-01   7.52003E+04
           1.95006E-01   7.51075E+04
           1.96004E-01   7.51236E+04
           1.97002E-01   7.52243E+04
           1.98000E-01   7.53746E+04
           1.99008E-01   7.55332E+04
           2.00000E-01   7.56514E+04




