
                        _U:U3 PI: HE
                        XWIDTH_30MM_
                        FINAL-1 N: 1
                     X       28

           0.00000E+00   0.00000E+00
           1.00002E-02  -1.07975E-01
           2.00005E-02  -3.33292E-01
           3.00015E-02  -3.67364E-01
           4.00025E-02  -6.01509E-01
           5.00035E-02  -7.30775E-01
           6.00045E-02  -8.63118E-01
           7.00055E-02  -1.20894E+00
           8.00064E-02  -1.62988E+00
           9.00074E-02  -2.41871E+00
           1.00004E-01  -4.05039E+00
           1.10004E-01  -7.03472E+00
           1.20005E-01  -1.09002E+01
           1.30006E-01  -1.42519E+01
           1.40007E-01  -1.62464E+01
           1.50000E-01  -1.57514E+01
           1.60001E-01  -1.54132E+01
           1.70002E-01  -1.57601E+01
           1.80003E-01  -1.48849E+01
           1.90004E-01  -1.52531E+01
           2.00000E-01  -1.65467E+01




