
                        _U:U3 PI: HE
                        XWIDTH_30MM_
                        FINAL-1 N: 1
                     X       28     

           0.00000E+00   0.00000E+00
           1.00048E-02  -1.12724E-01
           2.00016E-02  -4.65987E-01
           3.00082E-02  -5.54951E-01
           4.00067E-02  -7.26092E-01
           5.00054E-02  -1.12650E+00
           6.00042E-02  -1.44175E+00
           7.00029E-02  -1.99481E+00
           8.00016E-02  -3.29584E+00
           9.00004E-02  -6.09588E+00
           1.00009E-01  -1.14720E+01
           1.10008E-01  -2.12671E+01
           1.20006E-01  -3.67191E+01
           1.30005E-01  -4.93634E+01
           1.40004E-01  -5.62994E+01
           1.50003E-01  -6.05126E+01
           1.60001E-01  -6.19807E+01
           1.70000E-01  -6.09100E+01
           1.80009E-01  -6.04491E+01
           1.90007E-01  -6.10121E+01
           2.00000E-01  -6.09066E+01




