
                     X       _temp_1
           1.02004E-01   2.91721E+05
           1.03007E-01   3.12141E+05
           1.04010E-01   3.33683E+05
           1.05003E-01   3.56025E+05
           1.06006E-01   3.79578E+05
           1.07009E-01   4.04123E+05
           1.08002E-01   4.29413E+05
           1.09005E-01   4.55989E+05
           1.10009E-01   4.83653E+05
           1.11002E-01   5.12159E+05
           1.12005E-01   5.42115E+05
           1.13008E-01   5.73323E+05
           1.14001E-01   6.05512E+05
           1.15004E-01   6.39365E+05
           1.16007E-01   6.74810E+05
           1.17000E-01   7.11789E+05
           1.18003E-01   7.50885E+05
           1.19007E-01   7.91078E+05
           1.20010E-01   8.31648E+05
           1.21003E-01   8.71829E+05
           1.22006E-01   9.12708E+05
           1.23009E-01   9.53799E+05
           1.24002E-01   9.95143E+05
           1.25005E-01   1.03886E+06
           1.26009E-01   1.08444E+06
           1.27003E-01   1.12932E+06
           1.28007E-01   1.17230E+06
           1.29001E-01   1.21231E+06
           1.30005E-01   1.25003E+06
           1.31008E-01   1.28440E+06
           1.32002E-01   1.31588E+06
           1.33006E-01   1.34599E+06
           1.34000E-01   1.37380E+06
           1.35004E-01   1.39976E+06
           1.36008E-01   1.42368E+06
           1.37002E-01   1.44559E+06
           1.38006E-01   1.46604E+06
           1.39009E-01   1.48584E+06
           1.40003E-01   1.50500E+06
           1.41007E-01   1.52284E+06
           1.42001E-01   1.53901E+06
           1.43005E-01   1.55356E+06
           1.44009E-01   1.56610E+06
           1.45003E-01   1.57704E+06
           1.46007E-01   1.58681E+06
           1.47000E-01   1.59491E+06
           1.48004E-01   1.60160E+06
           1.49008E-01   1.60680E+06
           1.50002E-01   1.61025E+06
           1.51005E-01   1.61217E+06
           1.52007E-01   1.61308E+06
           1.53009E-01   1.61294E+06
           1.54002E-01   1.61177E+06
           1.55004E-01   1.60973E+06
           1.56006E-01   1.60693E+06
           1.57009E-01   1.60375E+06
           1.58001E-01   1.60070E+06
           1.59003E-01   1.59809E+06
           1.60006E-01   1.59606E+06
           1.61008E-01   1.59458E+06
           1.62001E-01   1.59335E+06
           1.63003E-01   1.59248E+06
           1.64005E-01   1.59192E+06
           1.65008E-01   1.59155E+06
           1.66010E-01   1.59150E+06
           1.67002E-01   1.59162E+06
           1.68005E-01   1.59169E+06
           1.69007E-01   1.59167E+06
           1.70009E-01   1.59152E+06
           1.71002E-01   1.59130E+06
           1.72004E-01   1.59144E+06
           1.73006E-01   1.59190E+06
           1.74009E-01   1.59274E+06
           1.75001E-01   1.59391E+06
           1.76004E-01   1.59523E+06
           1.77006E-01   1.59655E+06
           1.78008E-01   1.59794E+06
           1.79001E-01   1.59927E+06
           1.80003E-01   1.60028E+06
           1.81005E-01   1.60069E+06
           1.82008E-01   1.60041E+06
           1.83000E-01   1.59946E+06
           1.84002E-01   1.59804E+06
           1.85005E-01   1.59638E+06
           1.86007E-01   1.59487E+06
           1.87009E-01   1.59349E+06
           1.88002E-01   1.59229E+06
           1.89004E-01   1.59137E+06
           1.90007E-01   1.59086E+06
           1.91009E-01   1.59099E+06
           1.92001E-01   1.59172E+06
           1.93004E-01   1.59275E+06
           1.94006E-01   1.59378E+06
           1.95008E-01   1.59451E+06
           1.96001E-01   1.59479E+06
           1.97003E-01   1.59484E+06
           1.98005E-01   1.59472E+06
           1.99008E-01   1.59433E+06
           2.00000E-01   1.59376E+06




