
                        _U:U3 PI: HE
                        XWIDT_25MM_F
                        INALFIX-1 N:
                     X       816

           0.00000E+00   0.00000E+00
           1.00076E-02  -1.03617E-01
           2.00070E-02  -2.77717E-01
           3.00064E-02  -3.22030E-01
           4.00058E-02  -5.29770E-01
           5.00052E-02  -5.83630E-01
           6.00046E-02  -7.60206E-01
           7.00039E-02  -9.44766E-01
           8.00033E-02  -1.04942E+00
           9.00027E-02  -1.41023E+00
           1.00002E-01  -2.09175E+00
           1.10002E-01  -3.02530E+00
           1.20001E-01  -3.12514E+00
           1.30000E-01  -2.70452E+00
           1.40009E-01  -2.93643E+00
           1.50009E-01  -2.46309E+00
           1.60008E-01  -2.57174E+00
           1.70007E-01  -2.38251E+00
           1.80007E-01  -2.13859E+00
           1.90006E-01  -2.26679E+00
           2.00000E-01  -2.67705E+00




