
                     X       _temp_1
           1.02003E-01   1.42021E+05
           1.03007E-01   1.51773E+05
           1.04003E-01   1.61879E+05
           1.05007E-01   1.72470E+05
           1.06003E-01   1.83322E+05
           1.07007E-01   1.94550E+05
           1.08004E-01   2.05969E+05
           1.09007E-01   2.17714E+05
           1.10004E-01   2.29547E+05
           1.11000E-01   2.41543E+05
           1.12004E-01   2.53821E+05
           1.13000E-01   2.66124E+05
           1.14004E-01   2.78606E+05
           1.15001E-01   2.91072E+05
           1.16004E-01   3.03668E+05
           1.17001E-01   3.16201E+05
           1.18005E-01   3.28849E+05
           1.19001E-01   3.41367E+05
           1.20005E-01   3.53934E+05
           1.21001E-01   3.66295E+05
           1.22005E-01   3.78573E+05
           1.23001E-01   3.90588E+05
           1.24005E-01   4.02472E+05
           1.25001E-01   4.14009E+05
           1.26005E-01   4.25328E+05
           1.27002E-01   4.36213E+05
           1.28006E-01   4.46789E+05
           1.29002E-01   4.56853E+05
           1.30006E-01   4.66513E+05
           1.31002E-01   4.75565E+05
           1.32006E-01   4.84106E+05
           1.33002E-01   4.91970E+05
           1.34006E-01   4.99211E+05
           1.35002E-01   5.05718E+05
           1.36006E-01   5.11548E+05
           1.37003E-01   5.16579E+05
           1.38006E-01   5.20843E+05
           1.39003E-01   5.24231E+05
           1.40007E-01   5.26753E+05
           1.41003E-01   5.28346E+05
           1.42007E-01   5.29015E+05
           1.43003E-01   5.28704E+05
           1.44007E-01   5.27478E+05
           1.45003E-01   5.25532E+05
           1.46007E-01   5.23101E+05
           1.47004E-01   5.20470E+05
           1.48000E-01   5.17865E+05
           1.49004E-01   5.15425E+05
           1.50000E-01   5.13303E+05
           1.51004E-01   5.11555E+05
           1.52000E-01   5.10235E+05
           1.53004E-01   5.09296E+05
           1.54001E-01   5.08677E+05
           1.55004E-01   5.08261E+05
           1.56001E-01   5.07951E+05
           1.57005E-01   5.07708E+05
           1.58001E-01   5.07608E+05
           1.59005E-01   5.07734E+05
           1.60001E-01   5.08108E+05
           1.61005E-01   5.08701E+05
           1.62001E-01   5.09535E+05
           1.63005E-01   5.10601E+05
           1.64002E-01   5.11801E+05
           1.65005E-01   5.12975E+05
           1.66002E-01   5.13956E+05
           1.67006E-01   5.14613E+05
           1.68002E-01   5.14796E+05
           1.69006E-01   5.14439E+05
           1.70002E-01   5.13549E+05
           1.71006E-01   5.12215E+05
           1.72002E-01   5.10646E+05
           1.73006E-01   5.09036E+05
           1.74003E-01   5.07593E+05
           1.75006E-01   5.06402E+05
           1.76003E-01   5.05517E+05
           1.77007E-01   5.04904E+05
           1.78003E-01   5.04527E+05
           1.79007E-01   5.04339E+05
           1.80003E-01   5.04306E+05
           1.81007E-01   5.04348E+05
           1.82003E-01   5.04340E+05
           1.83007E-01   5.04225E+05
           1.84004E-01   5.04076E+05
           1.85007E-01   5.03997E+05
           1.86004E-01   5.04052E+05
           1.87000E-01   5.04236E+05
           1.88004E-01   5.04516E+05
           1.89000E-01   5.04876E+05
           1.90004E-01   5.05303E+05
           1.91001E-01   5.05751E+05
           1.92004E-01   5.06149E+05
           1.93001E-01   5.06391E+05
           1.94005E-01   5.06404E+05
           1.95001E-01   5.06151E+05
           1.96005E-01   5.05673E+05
           1.97001E-01   5.05100E+05
           1.98005E-01   5.04572E+05
           1.99001E-01   5.04187E+05
           2.00000E-01   5.03969E+05




