
                     X       _temp_1
           1.02007E-01   4.04307E+05
           1.03001E-01   4.32202E+05
           1.04004E-01   4.61978E+05
           1.05008E-01   4.93307E+05
           1.06002E-01   5.25882E+05
           1.07006E-01   5.60448E+05
           1.08000E-01   5.96469E+05
           1.09004E-01   6.34739E+05
           1.10008E-01   6.74927E+05
           1.11002E-01   7.16824E+05
           1.12005E-01   7.61601E+05
           1.13009E-01   8.08958E+05
           1.14003E-01   8.58021E+05
           1.15007E-01   9.08780E+05
           1.16001E-01   9.59352E+05
           1.17005E-01   1.01100E+06
           1.18009E-01   1.06355E+06
           1.19003E-01   1.11635E+06
           1.20006E-01   1.17263E+06
           1.21000E-01   1.23566E+06
           1.22004E-01   1.30521E+06
           1.23008E-01   1.36496E+06
           1.24002E-01   1.41165E+06
           1.25006E-01   1.45877E+06
           1.26009E-01   1.50640E+06
           1.27003E-01   1.55080E+06
           1.28007E-01   1.59428E+06
           1.29001E-01   1.63560E+06
           1.30005E-01   1.67737E+06
           1.31009E-01   1.71857E+06
           1.32003E-01   1.75704E+06
           1.33007E-01   1.79416E+06
           1.34001E-01   1.82872E+06
           1.35004E-01   1.86104E+06
           1.36008E-01   1.89091E+06
           1.37002E-01   1.91872E+06
           1.38006E-01   1.94538E+06
           1.39000E-01   1.97004E+06
           1.40004E-01   1.99305E+06
           1.41008E-01   2.01421E+06
           1.42002E-01   2.03350E+06
           1.43005E-01   2.05123E+06
           1.44009E-01   2.06713E+06
           1.45003E-01   2.08147E+06
           1.46007E-01   2.09473E+06
           1.47001E-01   2.10671E+06
           1.48005E-01   2.11798E+06
           1.49009E-01   2.12852E+06
           1.50003E-01   2.13805E+06
           1.51006E-01   2.14688E+06
           1.52000E-01   2.15496E+06
           1.53004E-01   2.16214E+06
           1.54008E-01   2.16811E+06
           1.55002E-01   2.17323E+06
           1.56006E-01   2.17759E+06
           1.57009E-01   2.18082E+06
           1.58003E-01   2.18305E+06
           1.59007E-01   2.18441E+06
           1.60001E-01   2.18479E+06
           1.61005E-01   2.18462E+06
           1.62009E-01   2.18409E+06
           1.63003E-01   2.18299E+06
           1.64007E-01   2.18120E+06
           1.65001E-01   2.17899E+06
           1.66004E-01   2.17659E+06
           1.67008E-01   2.17430E+06
           1.68002E-01   2.17238E+06
           1.69006E-01   2.17076E+06
           1.70000E-01   2.16940E+06
           1.71004E-01   2.16845E+06
           1.72008E-01   2.16797E+06
           1.73002E-01   2.16782E+06
           1.74005E-01   2.16803E+06
           1.75009E-01   2.16850E+06
           1.76003E-01   2.16899E+06
           1.77007E-01   2.16940E+06
           1.78001E-01   2.16961E+06
           1.79005E-01   2.16971E+06
           1.80009E-01   2.16980E+06
           1.81003E-01   2.16990E+06
           1.82006E-01   2.16973E+06
           1.83000E-01   2.16927E+06
           1.84004E-01   2.16888E+06
           1.85008E-01   2.16864E+06
           1.86002E-01   2.16882E+06
           1.87006E-01   2.16926E+06
           1.88009E-01   2.16982E+06
           1.89003E-01   2.17043E+06
           1.90007E-01   2.17090E+06
           1.91001E-01   2.17135E+06
           1.92005E-01   2.17198E+06
           1.93009E-01   2.17272E+06
           1.94003E-01   2.17329E+06
           1.95007E-01   2.17338E+06
           1.96001E-01   2.17305E+06
           1.97004E-01   2.17239E+06
           1.98008E-01   2.17150E+06
           1.99002E-01   2.17050E+06
           2.00000E-01   2.16958E+06




